Age,NumOfProducts,CreditScore,RowNumber,EstimatedSalary,Balance,CustomerId,Surname,Exited
36,2,749,8414,80134.65,0.0,15597309,Howell,0
38,1,549,1776,157442.75,107283.4,15725664,Wallace,0
42,1,682,3474,91981.85,0.0,15627840,Toscano,1
37,2,486,484,144995.33,115217.99,15578186,Pirozzi,0
35,1,480,2190,197984.58,165692.91,15798310,Palerma,0
34,2,630,347,138275.01,106937.05,15658935,Freeman,0
44,1,577,5482,44719.5,152086.15,15606397,Cameron,1
35,2,690,8362,48478.47,107944.33,15705676,Wardle,0
26,1,726,1473,19225.85,80780.16,15729956,Akabueze,0
26,2,572,5101,119381.41,0.0,15582404,Miller,0
40,2,461,6766,176547.8,0.0,15689955,Arcuri,0
55,1,850,8707,171762.87,0.0,15717770,Marcelo,1
34,1,561,4930,12148.2,78829.53,15700601,Dynon,0
34,1,727,6330,72073.72,146407.11,15661198,Howard,0
46,1,682,2610,114442.66,0.0,15755242,Rowe,0
39,2,699,4,93826.63,0.0,15701354,Boni,0
41,2,498,2214,12577.21,87541.06,15803749,DeRose,1
52,1,636,4828,32936.44,111284.53,15665053,Nixon,1
49,1,567,857,93953.84,134956.02,15693864,Iheanacho,1
42,1,587,6978,194890.33,120233.83,15711571,Y?,0
29,2,602,5886,62487.97,88814.4,15723856,Gonzalez,0
48,1,477,625,26475.79,129120.64,15745307,Ch'iu,0
42,1,703,291,137316.32,63227.0,15652266,Chidiebele,0
27,2,691,2019,142367.72,160358.68,15696703,Dean,0
46,1,695,669,56297.85,122549.64,15640825,Loyau,0
37,2,472,8922,48357.9,0.0,15629519,Yen,0
33,2,742,8265,38550.4,0.0,15710111,Clark,0
32,1,550,9697,199138.84,97514.07,15638788,Mack,0
54,1,350,1632,191973.49,152677.48,15685372,Azubuike,1
31,2,814,5171,142029.17,0.0,15623695,McKinnon,0
29,2,683,7206,48849.89,0.0,15592914,Fang,0
35,2,558,2523,111687.57,0.0,15758056,Calabresi,0
36,2,493,2216,65816.53,0.0,15770225,Padovesi,0
50,1,510,6969,23768.01,123936.54,15721793,Chiu,0
44,2,595,6497,143952.24,96553.52,15789313,Ugorji,1
36,2,590,6214,174667.58,92340.69,15697678,Maxwell,0
41,1,615,7033,149278.96,0.0,15583680,White,0
38,1,753,7421,180829.99,151766.71,15765487,Kuo,0
34,1,420,1108,149471.13,135549.9,15660316,Stephenson,1
38,1,494,451,40084.32,174937.64,15794396,Newbold,0
63,1,633,6290,73856.28,114552.6,15773276,Townsend,1
35,1,479,9967,20393.44,125920.98,15590213,Ch'en,0
50,2,589,136,34941.23,144895.05,15584518,Arthur,0
40,2,713,1786,87308.18,114446.84,15589380,Fraser,0
23,1,573,3405,122964.18,0.0,15576928,Walsh,0
41,2,802,2907,47322.05,0.0,15600575,Padovano,0
69,2,675,8305,157097.09,0.0,15792868,Mickey,0
28,1,682,7493,82872.64,200724.96,15776545,Napolitani,1
30,2,796,6101,62905.29,137262.71,15720463,Ho,0
37,1,761,4505,199293.01,132730.17,15788930,Silva,0
28,1,636,5054,191627.85,115265.14,15674433,Allan,0
28,1,756,5206,89938.08,179960.2,15735400,Kanayochukwu,0
37,1,808,4081,35140.49,100431.84,15812262,Gaffney,1
24,2,597,6919,187826.11,108058.07,15721116,Napolitano,0
32,2,662,6803,65089.38,0.0,15700656,Balashova,0
38,1,493,5207,89578.32,134006.77,15632826,Tardent,0
32,1,729,533,79919.13,93694.42,15663478,Baldwin,0
30,2,660,4831,129149.06,0.0,15620758,Martel,0
31,1,469,4039,146213.75,0.0,15684461,McKay,1
39,2,693,4085,142331.39,0.0,15750458,Hawkins,0
50,3,547,3205,177747.03,81290.02,15603942,Hawthorn,1
28,2,679,7111,61761.77,0.0,15681509,McKay,0
50,2,656,331,72143.44,0.0,15598493,Beach,0
39,1,752,4958,188187.05,0.0,15600478,Watson,0
85,2,787,3034,116537.96,0.0,15578006,Yao,0
41,1,615,7685,55551.26,126773.43,15808223,Lea,0
32,1,771,1598,40920.59,62321.62,15656726,Ch'ien,0
26,2,688,9920,105784.85,0.0,15798084,Murray,0
40,1,796,3598,177524.19,99745.95,15671630,McMillan,0
50,1,803,9039,22457.25,98173.02,15657349,Carter,1
32,2,707,8002,126475.79,0.0,15798053,Nnachetam,0
38,1,713,591,56594.36,144606.22,15788291,Okwuadigbo,1
38,1,578,648,8996.97,82259.29,15805112,Pokrovsky,0
61,1,445,9103,29909.84,137655.31,15810942,Chiemela,0
26,2,638,8016,23491.09,105249.76,15778694,Sievier,0
34,2,477,3772,189875.83,139959.55,15643361,Cullen,0
44,2,545,9040,82614.89,0.0,15777614,Webb,0
41,3,724,5083,185541.2,142880.28,15793307,Calabresi,1
45,1,850,7883,6865.41,121874.89,15732061,Liu,1
35,1,684,9363,37264.11,137179.39,15701972,Parsons,0
28,1,437,4211,152987.42,109161.25,15731117,Kao,0
34,1,657,8835,153895.46,107136.6,15794178,Walpole,0
32,1,841,8700,113482.2,117070.21,15684469,Hsiung,0
35,1,683,1796,182566.76,95698.79,15757648,Marshall,0
50,1,691,2587,2704.98,136953.47,15573242,Greene,0
44,1,504,8356,12405.2,113522.64,15695301,Matthews,0
50,1,649,2317,87351.42,155393.32,15624388,Henderson,1
35,2,675,4186,29062.25,0.0,15642570,Scott,0
41,2,638,8828,43889.41,0.0,15580149,Fowler,0
37,1,686,7073,27596.39,134560.62,15775750,Yao,0
41,1,678,5235,196622.28,143443.61,15668323,Mbadiwe,1
25,2,450,8744,195463.35,74237.2,15746035,Pagnotto,0
55,2,705,8671,14392.68,0.0,15758702,Watson,0
31,1,599,4769,130086.47,0.0,15698528,Napolitani,1
26,1,758,9973,171552.02,155739.76,15747927,Ch'in,0
55,1,554,7145,140003.0,108477.27,15577515,Sung,1
40,2,787,2914,84151.98,0.0,15697686,Stewart,0
34,2,633,9872,38315.04,123034.43,15736371,Kennedy,0
40,1,764,9894,124095.69,100480.53,15598331,Morgan,0
45,1,710,2076,188574.08,108231.37,15741385,Gallop,0
44,1,544,4303,69228.2,108895.93,15791867,Hicks,1
35,2,624,5823,87310.59,0.0,15671351,Romani,0
57,1,836,2150,37141.62,101247.06,15648794,Giordano,1
31,1,691,145,126213.84,40915.55,15612350,Taylor,1
40,1,515,4964,166370.81,109542.29,15652084,Boni,0
25,2,461,8160,15306.29,0.0,15637427,Lu,0
51,1,577,9031,140800.66,108867.0,15799635,Arbour,1
35,2,526,4776,105618.14,0.0,15580068,Buccho,0
32,2,631,8934,196342.66,0.0,15631162,Bergamaschi,0
38,1,785,7750,134964.85,0.0,15781619,Stevenson,1
39,2,576,9829,68814.23,0.0,15574523,Cheng,0
39,2,629,9215,43174.49,0.0,15812893,Costa,1
39,2,754,6061,133600.89,157691.98,15669253,Gibson,1
46,2,616,9476,137136.46,0.0,15620988,Murray,0
33,2,683,6410,38784.42,0.0,15690695,Flynn,0
71,2,779,3318,146895.36,0.0,15575119,Hughes,1
37,1,768,7465,41788.25,108308.11,15569682,Leckie,1
33,2,584,3062,177651.38,88311.48,15757837,Kao,0
39,1,734,1356,95135.27,0.0,15615029,Munro,0
38,2,669,4515,84049.16,0.0,15658670,Chien,0
53,2,534,5506,80619.17,0.0,15802466,Donaldson,0
24,2,462,5251,64421.02,69881.09,15720820,Sabbatini,0
45,4,634,4512,101039.53,0.0,15568006,Ukaegbunam,1
20,2,850,1731,31288.77,0.0,15643438,P'eng,0
30,1,642,1759,582.53,129753.69,15645544,Nekrasov,0
41,1,758,6651,78088.17,79857.64,15655252,Larionova,0
42,2,685,6647,199992.48,0.0,15662021,Lucciano,0
30,2,775,9861,96170.38,191091.74,15716431,Brookes,0
40,1,564,4140,83681.2,108407.34,15599090,McKelvey,0
43,1,670,9394,178827.3,111677.88,15686060,Chou,1
29,1,832,5124,10417.87,93833.86,15744606,Davidson,0
42,1,619,1,101348.88,0.0,15634602,Hargrave,1
45,1,607,1865,113051.57,123859.6,15805312,Bellucci,0
51,1,721,544,109078.35,169312.13,15705953,Kodilinyechukwu,1
39,2,582,350,129892.93,0.0,15576256,Yusupova,0
46,2,688,6907,104902.68,0.0,15627514,Short,0
64,1,445,9766,43678.06,136770.67,15777067,Thomas,0
24,2,756,2524,184182.25,0.0,15742269,Milano,0
37,1,697,3465,35450.53,168066.87,15689031,Murphy,0
38,2,711,458,68487.51,0.0,15634632,Titus,0
39,1,618,3024,26578.69,91068.56,15697020,Hs?eh,0
53,1,726,7262,28367.21,113537.73,15734578,Craig,0
38,1,639,9516,81861.1,130233.14,15792922,Tu,0
46,2,639,7873,133995.59,110031.09,15717736,Shen,0
41,1,657,6626,17536.82,112119.48,15610912,Ferri,0
35,1,717,2535,172172.7,103214.71,15803804,Walker,0
33,1,795,132,114935.21,130862.43,15718369,Kaodilinakachukwu,0
34,2,604,3705,193021.49,0.0,15753213,Lees,0
38,2,489,1373,196990.79,0.0,15723006,Gorbunova,0
31,1,850,6201,35534.68,51293.47,15569654,Munro,0
44,1,796,4857,57205.55,165326.2,15721921,Woolnough,0
54,1,474,4713,108409.17,0.0,15618774,White,1
42,2,507,5545,34777.23,0.0,15650864,Power,0
30,2,503,1414,47310.24,136622.55,15797733,Udobata,0
33,2,667,4114,131834.75,0.0,15667085,Meng,0
25,1,498,656,132210.49,121702.73,15692926,Toscani,0
33,1,410,8138,66333.56,125789.69,15603096,Lori,1
32,1,637,4099,148769.08,0.0,15621267,Ejimofor,0
34,1,666,593,25095.03,115897.12,15679587,Chan,0
48,2,778,8709,182691.31,102290.56,15776939,Zox,0
30,2,642,3124,174738.2,80964.57,15622171,Nnamdi,0
48,2,784,3048,182609.97,0.0,15767871,H?,0
46,2,653,3888,49707.85,0.0,15769110,Stehle,0
44,2,585,5736,101728.46,0.0,15756070,Greenwood,0
40,2,652,2185,126554.96,0.0,15689147,Ogochukwu,0
33,2,633,2146,98349.13,137847.41,15639322,Grave,0
31,2,785,7048,81778.72,121691.54,15731586,Lai,0
28,2,678,3106,144423.17,0.0,15794566,Kirsova,1
31,1,543,9234,61843.73,138317.94,15722004,Hsiung,0
37,1,569,9097,199929.17,178755.84,15762331,Moss,0
38,1,580,2770,125953.83,128218.47,15730433,Nakayama,1
29,2,584,5222,88866.92,0.0,15654067,Koch,0
49,1,656,5834,74771.22,97092.87,15624519,Calabrese,1
49,1,735,1733,148804.36,121973.28,15680727,Fang,0
36,1,531,266,123137.01,99240.51,15813163,Ch'iu,0
25,1,485,5145,113266.09,134467.26,15748069,Clunie,0
38,2,654,8268,88659.44,0.0,15798737,Chao,0
26,2,761,3938,199409.19,0.0,15610165,Hsiung,0
35,1,693,762,88705.14,124151.09,15582741,Maclean,1
40,2,718,7221,121537.91,0.0,15706637,Chang,0
22,1,670,8440,37392.56,114991.45,15692931,Hsing,0
58,1,707,3258,114672.64,102346.86,15709183,Davidson,0
25,1,714,4339,132979.43,0.0,15798439,Davidson,0
22,1,571,4363,53328.7,108117.1,15618695,Ts'ui,0
49,1,559,317,120540.83,147069.78,15662736,Doyle,1
44,2,617,8070,53294.17,49157.09,15700654,Liardet,0
52,1,799,1852,89081.41,161209.66,15633640,Loewenthal,0
39,1,850,2485,121681.19,96863.13,15587735,Chukwuebuka,0
33,1,724,9874,197148.24,119278.44,15610454,Poole,0
37,2,554,9575,166177.3,0.0,15720123,Hudson,0
41,2,677,1079,4195.84,146720.98,15633650,Woods,0
40,1,675,8359,142783.98,79035.95,15717286,Sal,1
43,2,699,7334,82815.93,136487.86,15795527,Zetticci,0
52,1,695,1072,22485.64,103023.26,15586970,Pinto,0
36,2,528,104,60536.56,0.0,15776605,Bradley,0
45,1,645,5749,22558.74,85325.93,15678412,Nwankwo,0
40,1,521,1419,18082.06,134504.78,15649280,Lucchese,0
44,1,748,1659,85495.24,92911.52,15654851,Obialo,0
51,1,745,5285,28922.25,99183.9,15759250,Barnett,0
38,2,655,1150,110527.71,0.0,15773906,Doherty,0
32,1,699,7151,127429.56,110559.46,15691150,Ku,0
40,1,676,1569,67998.45,114005.78,15618314,Chu,0
31,2,498,1088,13892.57,0.0,15696098,Palermo,0
45,1,482,6086,72643.95,156353.46,15596992,Norris,1
67,2,529,8675,154002.02,103101.56,15719426,Cole,1
31,2,516,8342,124202.26,0.0,15749807,Graham,0
30,1,611,7812,159629.64,104145.65,15687852,Vinogradoff,0
31,1,562,6085,108675.01,117153.0,15619494,Abdulov,0
34,2,617,8774,118749.58,0.0,15589200,Madukaife,0
44,2,678,8758,31384.86,98009.13,15567383,Slone,0
23,2,602,1693,84077.6,113758.48,15809006,Walker,0
54,2,590,4735,93820.49,0.0,15591740,Fletcher,1
84,1,537,3388,186235.98,92242.34,15798024,Lori,0
70,1,770,3647,22666.77,110738.89,15610900,Thompson,1
52,1,711,1684,159808.95,0.0,15709387,Obiajulu,0
44,2,501,9,74940.5,142051.07,15792365,He,0
32,2,718,6063,41399.33,0.0,15574558,Gunter,0
32,3,607,6517,10674.62,0.0,15775797,Esposito,0
38,1,652,4124,159649.44,103895.31,15648225,Shephard,0
48,2,646,8730,175657.55,169023.33,15656592,Toscano,0
37,2,549,6046,128499.94,130622.34,15784594,Mazzi,0
63,1,687,568,37938.74,137715.66,15689614,Teng,0
40,1,621,9162,89519.47,163823.37,15750049,Steele,0
26,1,577,1804,123454.62,180530.51,15707078,Kruglov,0
29,2,678,8502,64443.75,0.0,15797197,Macleod,0
41,1,735,4901,137180.95,179904.0,15634936,Chukwukadibia,0
42,2,670,1600,29483.87,115961.58,15719309,Stephens,0
47,1,807,7932,127875.1,95120.59,15751227,Ebelegbulam,0
34,2,626,9548,37870.29,0.0,15682454,McFarland,0
59,1,668,2824,50454.8,120170.07,15764351,Yuryeva,0
33,1,573,5468,149536.15,160777.9,15581237,Biryukova,0
24,2,623,3530,116160.04,0.0,15710853,Ts'ui,0
49,4,697,8684,131083.56,195238.29,15599329,Christopher,1
34,1,729,1156,12128.69,152303.8,15768006,Wu,0
30,1,656,6548,22929.08,74323.2,15608760,Cox,0
36,1,736,9089,110035.88,103914.17,15608246,Wentcher,1
27,2,579,7621,126838.7,0.0,15629133,Black,0
34,2,692,8297,195074.62,0.0,15704466,Udokamma,0
32,1,586,4541,31830.06,149814.54,15613017,McMillan,0
40,1,481,9135,32319.93,0.0,15804357,Loggia,0
32,2,850,6483,151677.31,156001.68,15628292,Lucchesi,0
29,2,509,5827,92898.17,107712.57,15737961,Miller,0
29,2,797,1191,132975.39,0.0,15636935,Rischbieth,0
29,2,742,7445,180066.59,0.0,15605276,Brothers,0
52,2,634,8521,176913.42,0.0,15634606,Chinonyelum,0
31,1,850,961,132173.31,108822.4,15686164,Maclean,0
46,2,732,7455,184350.78,0.0,15627365,Calabresi,0
31,1,490,37,114066.77,145260.23,15788448,Watson,0
40,1,644,7517,73882.49,93183.19,15748649,Shen,0
28,1,675,7645,134110.93,0.0,15613673,Lung,0
68,2,672,4439,184936.77,126061.51,15583850,Davidson,0
38,2,579,6162,91763.67,0.0,15666430,Peck,0
36,2,739,7745,133465.57,0.0,15806822,Myers,0
76,1,719,9588,176244.87,95052.29,15653050,Norriss,0
31,3,704,8120,54474.48,132084.66,15586236,Banks,1
26,1,466,6968,10842.46,105522.06,15644934,Gentry,0
37,2,648,5719,194238.92,0.0,15814519,Kamdibe,0
30,2,755,578,144183.1,123217.66,15633922,Gray,0
41,2,699,9834,94142.35,200117.76,15807245,McKay,0
33,2,662,4103,68064.83,0.0,15772030,Coupp,0
32,1,566,7647,159891.03,147511.26,15741633,Fuller,0
44,1,627,4152,35300.08,153548.12,15569098,Winifred,1
56,1,795,3131,35418.69,0.0,15813113,Chang,1
34,2,552,4891,140286.69,0.0,15797113,Bevan,0
50,2,610,9976,196526.55,113957.01,15666295,Smith,1
55,1,658,7472,119439.66,119327.93,15721569,Chialuka,0
32,1,663,1834,47161.25,130627.66,15804394,Brenan,1
37,2,698,9149,145004.39,0.0,15595640,Rizzo,0
34,2,765,4892,104220.5,86055.17,15676958,Zito,0
26,1,556,2288,195167.38,0.0,15619889,Vasin,0
46,2,640,1331,89043.19,0.0,15742854,Lettiere,0
28,1,714,2772,177737.07,77776.39,15715465,Aksenova,0
18,2,706,3687,129654.22,176139.5,15665327,Cattaneo,0
57,2,664,8284,56562.57,0.0,15754569,Pagnotto,0
36,1,578,5929,143683.75,129745.1,15761241,Hsieh,0
48,1,682,638,168840.23,138778.15,15583725,Mairinger,0
39,1,637,48,117622.8,137843.8,15771573,Okagbue,1
28,2,594,2603,129084.82,142574.71,15683521,Godfrey,0
33,1,612,1966,142797.5,0.0,15772243,MacDonald,1
56,1,705,2169,88428.41,143249.67,15805260,Wood,1
38,1,784,5050,145759.93,122267.85,15598894,Holt,0
27,2,671,3335,120893.07,0.0,15702300,Walker,0
29,2,577,3020,55473.15,0.0,15741049,Colebatch,0
51,2,773,8765,86701.4,116197.65,15618203,Tien,0
35,2,573,9177,11743.89,0.0,15610433,Kwemto,0
22,2,647,1361,62083.0,97975.82,15694409,Tsao,0
54,1,732,5799,13404.4,134249.7,15797627,Niehaus,0
31,1,639,9401,20973.8,98360.03,15584897,Kuo,0
43,3,850,3252,184044.8,108508.82,15750335,Paterson,1
41,1,614,6301,179227.52,123475.04,15668235,Cooke,0
25,1,677,2252,42410.21,130866.19,15631333,Wade,0
44,2,850,6028,186285.52,140393.65,15799494,Forster,0
39,2,719,1176,145759.7,0.0,15721292,Atkins,0
34,2,454,8800,198817.72,0.0,15803801,Jamieson,0
37,2,652,3280,68789.93,0.0,15670615,Castiglione,0
56,1,591,2974,196241.94,128882.49,15651983,Fang,1
71,2,581,3397,197562.08,0.0,15720354,Knowles,0
43,2,570,6940,11417.26,0.0,15807433,Zubarev,0
42,1,663,966,78004.5,124626.07,15602084,Coles,0
59,2,717,8575,170528.63,0.0,15780677,Jackson,0
29,1,635,743,149853.89,105405.97,15696231,Chiwetelu,0
64,1,699,7515,27980.8,113109.52,15715907,Onwubiko,1
63,2,608,3315,175696.16,139529.93,15628767,Hotchin,1
40,1,544,4899,161076.92,0.0,15722122,Findlay,0
45,2,737,9341,1364.54,0.0,15605804,Watson,0
23,1,756,4673,113408.11,112568.31,15641411,Volkova,0
41,2,656,8619,35230.61,101179.23,15574115,Shaw,0
29,2,505,1218,58019.95,145541.56,15696900,Burns,0
39,2,659,4398,107964.36,52106.33,15743478,Johnson,0
42,1,659,6081,162734.31,0.0,15725945,Nweke,1
58,4,546,2615,128881.87,106458.31,15640846,Chibueze,1
35,2,603,2621,130483.56,128993.76,15685300,Meng,0
41,1,703,8715,116267.28,109941.51,15737408,L?,0
44,2,581,7283,45026.23,189318.16,15567860,Burrows,1
45,2,803,3380,128378.04,0.0,15637178,Mishina,0
33,1,767,7302,132480.75,144753.21,15702149,Fomin,0
39,2,716,9858,76476.05,70657.61,15779423,K?,0
58,1,619,5606,86022.09,152199.33,15730272,Evseev,0
29,1,590,9814,129629.41,99250.08,15691170,Vasilyeva,0
40,2,588,5787,100727.68,0.0,15652320,Woronoff,0
50,1,599,8519,4033.39,121159.65,15677288,Geach,1
42,1,551,6851,23399.58,50194.59,15579526,O'Meara,0
37,1,646,1517,163427.18,96558.66,15701333,Blackburn,0
29,2,550,5099,147484.13,145294.08,15730353,Olisaemeka,0
59,2,517,7637,101240.08,154110.99,15673238,McCarthy,1
42,2,690,9086,120512.08,0.0,15579189,Mitchell,0
36,2,664,8024,95372.64,0.0,15752588,Vasilyeva,0
51,1,649,2393,150390.57,0.0,15656912,Aitken,0
53,1,621,587,35588.07,170491.84,15722010,Zuyev,1
41,1,661,3520,69586.27,28082.95,15594878,Thompson,1
30,1,535,7654,62390.59,122924.75,15788215,Hsia,1
28,1,623,8947,129526.57,0.0,15572294,Kelly,0
46,2,646,851,45041.32,170826.55,15572265,Wu,0
29,1,485,336,116828.51,182123.79,15697441,Hsueh,1
42,2,480,6635,101778.9,152160.21,15575399,Somadina,0
32,1,650,8973,118324.75,79450.09,15718780,Cox,0
37,2,610,7494,129563.86,140363.95,15683276,Sargood,0
36,2,545,2869,89587.34,73211.12,15707968,Akobundu,1
32,1,790,4873,91044.47,0.0,15645937,Guerin,0
51,1,647,3551,29883.63,131156.76,15648455,Kung,0
28,2,711,3843,64286.39,0.0,15717185,Udinese,0
40,1,641,7263,51703.09,101090.27,15579583,Hall,0
36,3,636,5825,74048.1,0.0,15698953,Hart,1
46,2,669,24,8487.75,0.0,15725737,Mosman,0
53,1,672,1454,136910.18,0.0,15714227,Kelly,0
24,1,613,1685,129001.3,140453.91,15572093,Han,0
32,1,781,2311,40066.95,147107.91,15569222,Mendes,0
39,1,609,9064,138399.67,121778.71,15711521,Egobudike,0
31,2,850,9407,178747.43,131996.66,15743760,Davidson,0
36,2,690,382,123775.15,101583.11,15591509,Milano,0
40,2,618,5815,54495.82,133245.52,15725882,Feng,0
44,1,733,5551,197193.49,168165.84,15777784,Tu,0
27,2,742,9309,131534.96,0.0,15728683,Lombardo,0
27,2,697,1619,90591.15,141223.68,15662955,Nicholls,0
48,1,704,790,173498.45,167997.6,15653253,Pagnotto,0
28,2,619,5984,48475.12,99152.73,15767891,Findlay,0
38,2,706,8673,122379.54,0.0,15586848,Rose,0
40,1,640,4476,157886.6,110340.68,15578435,Langlands,0
52,1,492,5607,10014.72,125396.24,15741988,Marino,1
40,2,579,9313,18732.91,45408.85,15658946,Piccio,0
35,1,525,5649,94738.54,165358.77,15600174,Walton,0
47,1,479,6217,95270.83,0.0,15726634,Wei,0
44,2,618,2287,139297.71,157955.83,15640161,Calabrese,0
28,1,644,9994,29179.52,155060.41,15569266,Rahman,0
39,2,582,7579,192255.15,132077.48,15656417,Marsh,0
36,2,652,1184,151314.98,0.0,15600992,Madukaego,0
30,1,775,6002,193880.6,0.0,15606887,Singh,1
30,2,474,5091,63158.22,0.0,15642709,Feng,0
36,2,814,2517,98657.01,0.0,15798666,Hughes,0
60,2,577,4123,178616.73,125389.7,15599403,Wu,0
37,1,815,5522,67208.3,166115.42,15701605,Forster,0
29,1,654,5628,146715.07,132954.64,15695174,Chang,0
33,2,686,8361,184036.47,141918.09,15754747,Bazile,0
21,2,658,5873,154279.87,0.0,15684248,Meng,0
39,2,686,8613,103220.56,129626.19,15780716,Colombo,0
63,2,681,7728,55054.48,0.0,15612729,Chidiebere,0
28,1,526,5969,126281.83,112070.44,15603743,Tai,0
34,2,621,1181,99128.13,0.0,15570326,Wilkins,0
60,1,350,8763,113796.15,0.0,15765173,Lin,1
37,1,564,8236,146033.52,100252.18,15760177,Lombardi,0
37,1,669,2819,132540.33,0.0,15806837,Nnaife,0
34,2,479,9965,113308.29,117593.48,15642785,Douglas,0
31,2,661,8704,65567.91,136067.82,15595350,Fermin,0
40,1,765,6609,67972.45,138033.55,15576000,Chibueze,0
31,1,622,2821,152305.47,89688.94,15813916,Kudryashova,0
36,1,611,7536,160548.12,103294.56,15737542,Davey,0
55,2,576,2261,94450.97,0.0,15623927,Alexander,0
31,1,493,2240,176570.28,0.0,15648577,Pickering,1
52,1,714,6022,186775.25,100755.66,15579891,Milani,0
41,2,517,783,75937.47,0.0,15654060,P'eng,0
42,2,708,933,823.36,192390.52,15634141,Shephard,0
49,1,690,6203,51011.29,116622.73,15684995,Chamberlain,0
38,2,754,2413,180698.32,0.0,15670914,Robe,0
68,2,611,6998,146448.01,82547.11,15689061,Davey,0
36,2,612,9116,77592.8,130700.92,15692977,Ikenna,0
49,2,615,1157,49872.33,0.0,15741295,Yefimova,0
50,2,560,8108,84531.79,0.0,15795936,Lung,0
38,1,537,5806,102606.92,96939.06,15814236,Kay,0
44,1,783,4880,164213.53,81811.71,15777045,Price,1
28,1,523,3310,59938.81,121164.11,15753343,Barry,0
44,1,603,8962,138328.24,0.0,15676117,Zinachukwudi,0
22,2,686,1703,158974.45,0.0,15713644,Marshall,0
31,1,520,2493,183572.39,108914.17,15778155,T'ien,1
44,2,629,3707,79082.76,125512.98,15657565,Nwokezuike,0
32,2,580,8277,128028.6,142188.2,15775131,Bartlett,0
29,1,602,287,161229.84,103907.28,15573112,Kang,0
39,2,574,1609,88463.63,122524.61,15801466,Gray,0
44,2,613,6632,136491.72,0.0,15665177,Booth,0
36,2,709,8279,69676.55,0.0,15628715,Kisch,0
33,2,502,7316,158736.07,125241.17,15593345,Bradbury,0
33,1,733,2253,190430.81,187257.94,15604782,Tan,0
29,2,812,7416,168023.6,0.0,15635598,Hsieh,0
31,2,850,8366,106534.15,96399.31,15659949,Chiu,0
37,2,584,1892,180363.56,0.0,15574783,Perkins,0
41,1,849,5063,198072.16,84622.13,15650432,Liu,0
40,1,715,6121,141359.11,0.0,15636423,Lei,0
46,1,509,564,71244.59,0.0,15665956,Pendergrass,1
41,2,747,292,194926.86,94521.17,15607098,Ahmed,0
18,2,646,4717,52795.15,0.0,15805764,Hallahan,0
39,1,486,7709,120531.31,97819.36,15675650,Duncan,0
25,2,542,6350,82393.08,0.0,15699507,Messersmith,0
24,2,682,170,53134.3,57929.81,15611325,Wood,0
36,2,651,268,13898.31,0.0,15777076,Clark,0
50,2,516,4639,45591.23,139675.07,15659399,Mazzi,0
24,1,649,7078,133091.32,101195.23,15725776,Lazar,0
24,1,660,3356,71638.0,85089.3,15623062,Vasilyeva,0
34,1,605,8280,35982.42,0.0,15813283,Mai,0
37,2,474,316,57175.32,0.0,15581539,Atkinson,0
33,1,804,6729,80483.76,138335.96,15715208,Watkins,0
33,1,680,9496,164119.35,183768.47,15763460,Yao,0
32,2,565,4068,118740.37,90322.99,15767391,Otutodilinna,0
40,1,635,246,131953.23,123497.58,15797219,Ifesinachi,1
79,2,681,253,170968.99,0.0,15793726,Matveyeva,0
59,1,833,1112,30722.52,130854.59,15798424,Glover,1
71,1,823,4802,162683.06,149105.08,15606310,Birk,0
44,1,634,1714,57121.51,149961.11,15630419,Davis,0
44,2,698,51,198059.16,116363.37,15616550,Chidiebele,0
38,1,696,1836,8018.49,142316.14,15583718,Terry,0
41,2,635,7897,175611.5,0.0,15727857,Flynn,0
39,2,698,3384,53289.49,133191.19,15665766,T'ang,0
63,2,689,6411,186526.12,0.0,15762351,Chao,0
69,1,646,4314,40421.87,115462.44,15687079,King,0
35,2,722,873,15068.18,163943.89,15794549,Andrews,0
46,4,628,1255,31272.14,46870.43,15610383,Dumetolisa,1
29,1,744,8882,119327.75,43504.42,15618647,Kornilova,0
33,2,576,5852,190112.05,0.0,15722053,Oguejiofor,0
36,2,585,5703,94283.09,0.0,15749540,Hsiung,0
51,3,479,8104,86128.21,107714.74,15740223,Walton,1
43,1,601,2099,49713.87,0.0,15769216,Panicucci,1
38,2,508,5129,22614.19,166328.65,15726250,Hsia,0
24,1,634,249,157577.29,103097.85,15657566,Wieck,0
48,1,445,6562,16645.77,168286.58,15650538,Sun,1
46,1,682,1340,62615.35,128029.72,15761132,Capon,0
25,2,646,7018,42537.59,182876.88,15767729,Smith,1
48,1,722,2111,3472.63,138311.76,15795990,Lumholtz,1
42,1,651,1570,44731.8,116646.76,15670823,Hsueh,1
38,1,776,1727,89893.6,112281.7,15745107,Lung,0
34,2,755,8385,158816.03,0.0,15804150,Lysaght,0
46,2,575,6941,65998.26,0.0,15636590,Pisano,0
20,1,660,4396,57929.9,167685.56,15790324,Green,0
46,1,593,2421,145560.38,98752.51,15783305,Franklin,0
27,1,621,3046,52581.96,74298.43,15749130,Dyer,0
24,1,704,5504,127654.37,122109.78,15631739,Dunn,0
40,3,739,3704,60036.99,149131.03,15768451,MacDonald,1
40,1,644,8192,19959.67,139180.97,15759480,H?,0
46,1,637,5332,166996.46,143500.82,15700627,Y?,1
39,1,603,9809,48224.72,76769.68,15581115,Middleton,0
40,1,501,448,100433.83,125832.2,15644572,Turnbull,0
67,2,706,7895,86507.88,123276.69,15718281,Muir,1
